LocationID,lon,lat
1,-74.17400027276302,40.69183120640153
2,-73.83129854302207,40.61674529165981
3,-73.84742223236715,40.864473684775454
4,-73.97696825691766,40.7237521415848
5,-74.18848410184924,40.552659286945634
6,-74.0717705589513,40.60032414603461
7,-73.9196943194606,40.76149256216373
8,-73.92308615750753,40.778558653750736
9,-73.7879488777789,40.75103502557229
10,-73.79098635986959,40.678953310115254
11,-74.00748815801177,40.604272840030774
12,-74.01556351255897,40.7029458349847
13,-74.01607915192925,40.712038157074474
14,-74.02989237418788,40.624834923608205
15,-73.78597227877705,40.78333304726096
16,-73.77342181890134,40.76273837544242
17,-73.94990503507508,40.69150749488065
18,-73.89018328872034,40.867682456075414
19,-73.72665537528711,40.73548677976339
20,-73.88586748106962,40.857779675441584
21,-73.98353709672233,40.601429439835165
22,-73.99525857986231,40.612218257805615
23,-74.1708868815526,40.60644770102759
24,-73.96547951516968,40.80197049389964
25,-73.98611382213664,40.68563374132064
26,-73.98866123078288,40.63094965524548
27,-73.90690832237595,40.55913327946765
28,-73.80872901637518,40.71159635794509
29,-73.96121676866852,40.58092197193381
30,-73.82192695679416,40.60368744213567
31,-73.87547595053037,40.8577466809159
32,-73.8649009987672,40.86400220602363
33,-73.99525011996623,40.69579822121126
34,-73.97118869233036,40.70085573851714
35,-73.91025783136135,40.664003117925986
36,-73.91771053131578,40.70052219951919
37,-73.92224002165723,40.69499431844211
38,-73.73555427058822,40.69434146723171
39,-73.8997349566939,40.63803713911706
40,-73.99595619089148,40.679199014097094
41,-73.95129200243511,40.80433394979461
42,-73.94077166756264,40.818257861119235
43,-73.96555356545916,40.78247809974789
44,-74.2335335493765,40.52549458176382
45,-73.99815149899047,40.71245931177948
46,-73.78198714613217,40.84908594313967
47,-73.90031590586486,40.84274917609803
48,-73.98984464313301,40.762252755319366
49,-73.9623635381836,40.687967457147465
50,-73.99513522075517,40.76623772504186
51,-73.82826367307186,40.87397305492024
52,-73.99672403175194,40.68665124165606
53,-73.84281349543204,40.78091235579126
54,-74.00291127745284,40.68720074733727
55,-73.98794343407195,40.57696075363783
56,-73.85884524943998,40.74140677482976
57,-73.85358156034266,40.751819366999456
58,-73.82039319252785,40.841452100682524
59,-73.89498588493974,40.83855028852789
60,-73.88590003419152,40.83399047727385
61,-73.93928705867957,40.674469418266476
62,-73.94878853931499,40.66654040578564
63,-73.8781726105025,40.683839761951035
64,-73.73933714992867,40.76061560532153
65,-73.98608600498395,40.695337529461135
66,-73.98570161582288,40.7022589388225
67,-74.01380148744008,40.619619467835136
68,-73.99991742024712,40.748427555065724
69,-73.91502929553266,40.831416697085196
70,-73.86839559842018,40.763352201133145
71,-73.93796627061694,40.64428817438921
72,-73.92225097400495,40.65236480407742
73,-73.80729418212229,40.75410888689297
74,-73.93734560812497,40.801169480586516
75,-73.94575026755157,40.79001075149546
76,-73.87682061127194,40.660935196550525
77,-73.89536411750328,40.66655893903529
78,-73.88552181587427,40.84496041014611
79,-73.98593745682462,40.727620195909545
80,-73.93679314491885,40.71536988214357
81,-73.83664334408303,40.88093541148944
82,-73.87711833280913,40.739495646778145
83,-73.89217338112861,40.73832381382601
84,-74.18767433468817,40.52868644656618
85,-73.95162318261012,40.64611634689508
86,-73.75524369679601,40.60243279341673
87,-74.00749598562427,40.70680845166585
88,-74.01151502922326,40.70335790323616
89,-73.9609682490637,40.63790012347376
90,-73.99697141558364,40.74227862901228
91,-73.93009701219945,40.62627276333646
92,-73.82885869884261,40.76110218983439
93,-73.84086726234149,40.740675872160615
94,-73.89953593442154,40.858155196184065
95,-73.84766941187526,40.72143227502133
96,-73.87155842518149,40.69700061310114
97,-73.974882086189,40.690786794210936
98,-73.77725346665984,40.73446262820091
99,-74.18641851305921,40.57677363548707
100,-73.98878659911529,40.75351275872571
101,-73.71102598691236,40.74599381838422
102,-73.87573576709775,40.7035456107629
103,-74.04528829364004,40.689860103660195
104,-74.04077076873645,40.698768673626134
105,-74.01907272636831,40.68878423861296
106,-73.99064727363114,40.67351279686077
107,-73.98405213268919,40.73682405761897
108,-73.98143115020055,40.588403465290384
109,-74.15088980760535,40.55186299807707
110,-74.12834244237268,40.54578031659563
111,-73.99023450433013,40.65213727041904
112,-73.94954030482207,40.729506284208874
113,-73.99430477051166,40.732579073027026
114,-73.99738026020042,40.72834039137229
115,-74.08783880974953,40.617971375889255
116,-73.94852173020877,40.827012654925376
117,-73.78962208250081,40.59405875281401
118,-74.13297872511697,40.58655462662628
119,-73.92615723620786,40.83782699169886
120,-73.93018219742838,40.84666774830275
121,-73.80244428186222,40.72833332297307
122,-73.76113699730597,40.71063928425105
123,-73.96433367133902,40.59995429251391
124,-73.84491858438533,40.658247961230614
125,-74.0074858180095,40.7262904102812
126,-73.88553752149434,40.81207445859209
127,-73.91930823586193,40.86607500072781
128,-73.92436981716105,40.87237880957358
129,-73.88531724061083,40.75731206303919
130,-73.79397965822719,40.70436877745512
131,-73.77610076139925,40.72065523874958
132,-73.78653298334974,40.646984892395146
133,-73.9761989895133,40.640590070674484
134,-73.82871246597531,40.70805099798807
135,-73.8211959038747,40.72837768325732
136,-73.90591118270514,40.86526419152492
137,-73.97649472376759,40.740438978596416
138,-73.87362864289108,40.77437570593248
139,-73.74423435166719,40.67709779790901
140,-73.95473878380504,40.765484087889845
141,-73.9596347414917,40.76694821638323
142,-73.98153220639179,40.77363329302709
143,-73.98764554944388,40.775965228760995
144,-73.99691854183823,40.72088889344526
145,-73.94889145447938,40.74537943399853
146,-73.93482888929138,40.754242520500306
147,-73.89895638182651,40.81967597930491
148,-73.99089626184735,40.71893835938027
149,-73.94813559494116,40.60491359556376
150,-73.9436287218056,40.58047327426203
151,-73.96816833309238,40.79796199310004
152,-73.95378223705632,40.81797514762945
153,-73.91037866410586,40.87596780221243
154,-73.90259658693107,40.593570836585116
155,-73.91527709386854,40.61459098927571
156,-74.16723534170721,40.63130769285307
157,-73.90232968131373,40.72399507493352
158,-74.00898410478531,40.735035400696646
159,-73.91284939799152,40.81825974768985
160,-73.88005140814958,40.71833677001376
161,-73.97769793122406,40.75802804352625
162,-73.9723559435203,40.75668765218883
163,-73.97756868222716,40.764421405786784
164,-73.98515639467682,40.74857462935672
165,-73.956824605838,40.62092404874621
166,-73.96176359682919,40.80945696112527
167,-73.90235177500074,40.82751255686402
168,-73.91682193806456,40.80734716766525
169,-73.90512221938542,40.84905837739125
170,-73.97849159965224,40.7477457936439
171,-73.80954582099433,40.768351626308466
172,-74.10501900721488,40.571768892932596
173,-73.86303754486688,40.75257923914961
174,-73.87902225226023,40.87713760287661
175,-73.75462173612374,40.74267210348265
176,-74.1225840297696,40.5619942345841
177,-73.91363213611349,40.67664410104019
178,-73.97032580128301,40.617314937151725
179,-73.92833318686124,40.7715702435834
180,-73.84704317269406,40.675594990706735
181,-73.98141374048748,40.670374325917244
182,-73.85798694048577,40.837748664353555
183,-73.83158179959665,40.849172617182596
184,-73.80785726631287,40.86827620354778
185,-73.85439380221176,40.85440471268922
186,-73.99243753697608,40.748497181405
187,-74.14078750231764,40.62816687457197
188,-73.94744164500473,40.658744450856695
189,-73.96758681222951,40.67763538934727
190,-73.96891374270628,40.661622158356835
191,-73.74153176997542,40.71545451530522
192,-73.81522935845769,40.74375148543155
193,-73.94199705818421,40.760313635026975
194,-73.92459630024574,40.79100078171128
195,-74.00917849113303,40.675548862280905
196,-73.86333855806275,40.72615563957924
197,-73.83092407449995,40.69454235438129
198,-73.90170926444726,40.70652679441957
199,-73.88265824700592,40.79113290307748
200,-73.90698710771419,40.89952906437648
201,-73.84345281477813,40.57798249377509
202,-73.94995171169582,40.76189974995506
203,-73.73947255987295,40.6578534180194
204,-74.20782608356564,40.540334005296096
205,-73.76314612543841,40.691201446806126
206,-74.10231250352733,40.63897220516649
207,-73.8993525643454,40.76398558883055
208,-73.82354011891952,40.82331858387752
209,-74.00366456329897,40.7090727427931
210,-73.94050716694062,40.592023464364296
211,-74.00153756565634,40.72388811004171
212,-73.86967965711676,40.82790214858741
213,-73.85813498781431,40.81785855770814
214,-74.08551235826918,40.586786633051915
215,-73.79096393223053,40.69442755408876
216,-73.81945963682762,40.67615403721378
217,-73.9585968450717,40.703916440465754
218,-73.77303565610492,40.67208970676732
219,-73.76450578558229,40.66218488071141
220,-73.91066467564433,40.88240311320921
221,-74.07370444530252,40.61876927873207
222,-73.88241292571809,40.64752703432357
223,-73.90540773409828,40.77742692053278
224,-73.97659767323343,40.73182063601676
225,-73.93188826440709,40.688168186954954
226,-73.92467306585047,40.73769895644442
227,-74.00465205914723,40.64188631576522
228,-74.01127116962884,40.65235464953841
229,-73.96514579918421,40.75672894163307
230,-73.9841964890757,40.75981761719185
231,-74.00787970866403,40.717772736265175
232,-73.98302455833488,40.7147325069394
233,-73.97044256869236,40.74991407790216
234,-73.99045782354732,40.74033744175701
235,-73.91597542466435,40.8525211492635
236,-73.95701169835739,40.78043643718997
237,-73.96563453538072,40.76861518381155
238,-73.97304890061595,40.79170493442709
239,-73.97863194845081,40.783961430313774
240,-73.88197807761944,40.894599127507
241,-73.89562001785477,40.876512375445536
242,-73.85067057708342,40.8467828958098
243,-73.93283148761297,40.85710828331443
244,-73.94139910573641,40.84170877111978
245,-74.10286011016638,40.630049391830696
246,-74.00401512528649,40.75330906598335
247,-73.92440873264252,40.828988230484576
248,-73.87228927297001,40.83416531682759
249,-74.00287495910837,40.73457600733177
250,-73.84864070062379,40.83210165963213
251,-74.12534779829359,40.61688000771182
252,-73.81565681271003,40.78819301672865
253,-73.84124393899134,40.76063075217261
254,-73.8589482397575,40.88215708304705
255,-73.95741813122189,40.718803918129915
256,-73.95990462730532,40.710879933377385
257,-73.97798241330011,40.65361187133663
258,-73.85576675985418,40.68872135698129
259,-73.8522154537012,40.897932025294686
260,-73.9063064419788,40.74423471780148
261,-74.01302277174902,40.70913894067186
262,-73.94651035601464,40.77593240314994
263,-73.951009874818,40.77876585543437
